Zipcode,NewUsed,Year,Make,Model,Dealer_Price,City_MPG,Highway_MPG,Drivetrain,Liters,V,Mileage,Standard_Ext_Color,Standard_Int_Color,Transmission_Type
7097,NEW,2020,Chevrolet,Trax LS,20056.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_black,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LS,20056.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_gray,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_white,Int_black,automatic
7097,NEW,2020,Nissan,Rogue SV,28676.0,26.0,33.0,AWD,2.5,2.5,6.0,Ext_silver,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_gray,Int_black,automatic
7097,NEW,2020,Nissan,Rogue SV,30480.0,26.0,33.0,AWD,2.5,2.5,6.0,Ext_white,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_white,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,20273.0,26.0,31.0,FWD,1.4,1.4,0.0,Ext_gray,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,22116.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_red,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_gray,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_white,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_white,Int_black,automatic
7097,NEW,2020,Nissan,Rogue SV,30395.0,26.0,33.0,AWD,2.5,2.5,6.0,Ext_blue,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_white,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_white,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21341.0,26.0,31.0,FWD,1.4,1.4,0.0,Ext_silver,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_white,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_white,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,20273.0,26.0,31.0,FWD,1.4,1.4,0.0,Ext_white,Int_black,automatic
7097,NEW,2020,Nissan,Rogue SV,29026.0,26.0,33.0,AWD,2.5,2.5,7.0,Ext_white,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LS,20990.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_white,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,20273.0,26.0,31.0,FWD,1.4,1.4,0.0,Ext_black,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LS,19295.0,26.0,31.0,FWD,1.4,1.4,2.0,Ext_silver,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21341.0,26.0,31.0,FWD,1.4,1.4,0.0,Ext_silver,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LS,20056.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_white,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_black,Int_black,automatic
7097,USED,2019,Nissan,Versa 1.6 SV,8900.0,31.0,39.0,FWD,1.6,1.6,25291.0,Ext_silver,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,22116.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_red,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_black,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LS,20056.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_black,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,20273.0,26.0,31.0,FWD,1.4,1.4,0.0,Ext_black,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LS,19790.0,26.0,31.0,FWD,1.4,1.4,10.0,Ext_silver,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_gray,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_black,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LS,19790.0,26.0,31.0,FWD,1.4,1.4,2.0,Ext_black,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_black,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_black,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LS,19595.0,26.0,31.0,FWD,1.4,1.4,2.0,Ext_white,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,22766.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_red,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_silver,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LS,20056.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_black,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LT,21749.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_black,Int_black,automatic
7097,NEW,2020,Nissan,Rogue SV,30270.0,26.0,33.0,AWD,2.5,2.5,8.0,Ext_black,Int_black,automatic
7097,NEW,2020,Nissan,Rogue SV,28676.0,26.0,33.0,AWD,2.5,2.5,6.0,Ext_metallic,Int_black,automatic
7097,USED,2019,Chevrolet,Trax LT,12900.0,26.0,31.0,FWD,1.4,1.4,36.0,Ext_red,Int_black,automatic
7097,NEW,2020,Nissan,Versa 1.6 SV,18820.0,32.0,40.0,FWD,1.6,1.6,9.0,Ext_metallic,Int_silver,automatic
7097,NEW,2019,Nissan,Kicks SV,17930.0,31.0,36.0,FWD,1.6,1.6,12.0,Ext_black,Int_black,automatic
7097,NEW,2020,Nissan,Rogue SV,28676.0,26.0,33.0,AWD,2.5,2.5,6.0,Ext_blue,Int_black,automatic
7097,NEW,2020,Nissan,Versa 1.6 SV,19401.0,32.0,40.0,FWD,1.6,1.6,6.0,Ext_silver,Int_silver,automatic
7097,NEW,2020,Nissan,Versa 1.6 SV,17940.0,32.0,40.0,FWD,1.6,1.6,12.0,Ext_black,Int_silver,automatic
7097,NEW,2020,Nissan,Versa 1.6 SV,19401.0,32.0,40.0,FWD,1.6,1.6,5.0,Ext_metallic,Int_silver,automatic
7097,NEW,2020,Nissan,Rogue SV,28676.0,26.0,33.0,AWD,2.5,2.5,7.0,Ext_blue,Int_black,automatic
7097,NEW,2020,Chevrolet,Trax LS,20056.0,26.0,31.0,AWD,1.4,1.4,0.0,Ext_white,Int_black,automatic
7097,NEW,2019,Chevrolet,Trax LT,20018.0,26.0,31.0,AWD,2.0,2.0,5.0,Ext_silver,Int_black,automatic
7097,NEW,2019,Chevrolet,Trax LT,20018.0,26.0,31.0,AWD,2.0,2.0,94.0,Ext_silver,Int_black,automatic
7097,NEW,2020,Nissan,Versa 1.6 SV,18820.0,32.0,40.0,FWD,1.6,1.6,5.0,Ext_silver,Int_silver,automatic
7097,NEW,2020,Nissan,Rogue SV,29986.0,26.0,33.0,AWD,2.5,2.5,8.0,Ext_metallic,Int_black,automatic
70032,NEW,2020,Nissan,Kicks SV,20649.0,31.0,36.0,FWD,1.6,1.6,10.0,Ext_metallic,Int_black,automatic
70032,NEW,2020,Nissan,Rogue SV,24981.0,26.0,33.0,FWD,2.5,2.5,10.0,Ext_metallic,Int_black,automatic
70032,NEW,2020,Chevrolet,Spark LS,12908.0,29.0,38.0,FWD,1.4,1.4,10.0,Ext_metallic,Int_black,automatic
70032,NEW,2020,Nissan,Versa S,16340.0,27.0,35.0,FWD,1.6,1.6,10.0,Ext_blue,Int_black,automatic
70032,NEW,2020,Nissan,Versa 1.6 SV,17540.0,32.0,40.0,FWD,1.6,1.6,8.0,Ext_black,Int_silver,automatic
70032,NEW,2020,Nissan,Versa 1.6 SV,17434.0,32.0,40.0,FWD,1.6,1.6,11.0,Ext_white,Int_silver,automatic
70032,NEW,2020,Nissan,Rogue SV,24561.0,26.0,33.0,FWD,2.5,2.5,10.0,Ext_silver,Int_black,automatic
70032,NEW,2020,Chevrolet,Trax LS,14365.0,26.0,31.0,FWD,1.4,1.4,7.0,Ext_black,Int_black,automatic
70032,NEW,2020,Nissan,Versa 1.6 SV,17540.0,32.0,40.0,FWD,1.6,1.6,8.0,Ext_metallic,Int_silver,automatic
70032,NEW,2020,Nissan,Versa 1.6 SV,17540.0,32.0,40.0,FWD,1.6,1.6,11.0,Ext_silver,Int_silver,automatic
70032,NEW,2020,Nissan,Versa S,16082.0,27.0,35.0,FWD,1.6,1.6,10.0,Ext_black,Int_black,automatic
70032,NEW,2020,Nissan,Rogue SV,24561.0,26.0,33.0,FWD,2.5,2.5,10.0,Ext_metallic,Int_black,automatic
70032,NEW,2020,Nissan,Versa 1.6 SV,17540.0,32.0,40.0,FWD,1.6,1.6,8.0,Ext_metallic,Int_silver,automatic
70032,NEW,2020,Nissan,Versa 1.6 SV,17636.0,32.0,40.0,FWD,1.6,1.6,395.0,Ext_blue,Int_silver,automatic
70032,NEW,2020,Nissan,Rogue SV,26185.0,26.0,33.0,FWD,2.5,2.5,5.0,Ext_black,Int_black,automatic
70032,NEW,2020,Nissan,Rogue SV,24561.0,26.0,33.0,FWD,2.5,2.5,10.0,Ext_metallic,Int_black,automatic
70032,NEW,2020,Nissan,Rogue SV,24561.0,26.0,33.0,FWD,2.5,2.5,10.0,Ext_black,Int_black,automatic
70032,NEW,2020,Nissan,Kicks SV,22590.0,31.0,36.0,FWD,1.6,1.6,10.0,Ext_red,Int_black,automatic
70032,NEW,2020,Nissan,Versa S,16082.0,27.0,35.0,FWD,1.6,1.6,10.0,Ext_black,Int_black,automatic
70032,NEW,2020,Nissan,Versa 1.6 SV,17991.0,32.0,40.0,FWD,1.6,1.6,8.0,Ext_red,Int_silver,automatic
70032,NEW,2020,Chevrolet,Trax LS,17999.0,26.0,31.0,FWD,1.4,1.4,10.0,Ext_black,,automatic
70032,NEW,2020,Nissan,Rogue SV,24717.0,26.0,33.0,FWD,2.5,2.5,11.0,Ext_black,Int_black,automatic
70032,NEW,2020,Nissan,Rogue SV,24981.0,26.0,33.0,FWD,2.5,2.5,10.0,Ext_silver,Int_black,automatic
70032,NEW,2020,Nissan,Versa 1.6 SV,17991.0,32.0,40.0,FWD,1.6,1.6,8.0,Ext_red,Int_silver,automatic
70032,NEW,2019,Nissan,Versa 1.6 SV,16264.0,31.0,39.0,FWD,1.6,1.6,107.0,Ext_red,Int_black,automatic
70032,NEW,2020,Nissan,Rogue SV,24561.0,26.0,33.0,FWD,2.5,2.5,10.0,Ext_silver,Int_black,automatic
70032,NEW,2020,Nissan,Rogue SV,24561.0,26.0,33.0,FWD,2.5,2.5,10.0,Ext_black,Int_black,automatic
70032,NEW,2020,Nissan,Versa S,16537.0,27.0,35.0,FWD,1.6,1.6,10.0,Ext_blue,Int_black,automatic
70032,NEW,2020,Nissan,Rogue SV,24571.0,26.0,33.0,FWD,2.5,2.5,11.0,Ext_silver,Int_black,automatic
70032,NEW,2020,Nissan,Rogue SV,24712.0,26.0,33.0,FWD,2.5,2.5,9.0,Ext_metallic,Int_black,automatic
70032,NEW,2019,Chevrolet,Trax LT,14435.0,26.0,31.0,FWD,1.4,1.4,4970.0,Ext_white,Int_black,automatic
70032,NEW,2020,Chevrolet,Trax LS,18989.0,26.0,31.0,FWD,1.4,1.4,10.0,Ext_black,,automatic
70032,NEW,2019,Chevrolet,Trax LT,14435.0,26.0,31.0,FWD,1.4,1.4,2375.0,Ext_white,Int_black,automatic
70032,NEW,2020,Nissan,Kicks SV,20822.0,31.0,36.0,FWD,1.6,1.6,11.0,Ext_metallic,Int_black,automatic
70032,NEW,2020,Nissan,Kicks SV,20649.0,31.0,36.0,FWD,1.6,1.6,4.0,Ext_metallic,Int_black,automatic
70032,NEW,2020,Nissan,Rogue SV,24712.0,26.0,33.0,FWD,2.5,2.5,12.0,Ext_blue,Int_black,automatic
70032,NEW,2020,Nissan,Versa S,16340.0,27.0,35.0,FWD,1.6,1.6,10.0,Ext_white,Int_black,automatic
70032,NEW,2020,Nissan,Rogue SV,24561.0,26.0,33.0,FWD,2.5,2.5,10.0,Ext_black,Int_black,automatic
70032,NEW,2020,Nissan,Versa S,16340.0,27.0,35.0,FWD,1.6,1.6,10.0,Ext_metallic,Int_black,automatic
70032,NEW,2020,Nissan,Rogue SV,24916.0,26.0,33.0,FWD,2.5,2.5,10.0,Ext_white,Int_black,automatic
70032,NEW,2020,Chevrolet,Trax LS,14775.0,26.0,31.0,FWD,1.4,1.4,7.0,Ext_gray,Int_black,automatic
70032,NEW,2020,Nissan,Rogue SV,24561.0,26.0,33.0,FWD,2.5,2.5,10.0,Ext_black,Int_black,automatic
70032,NEW,2019,Chevrolet,Trax LT,14435.0,26.0,31.0,FWD,1.4,1.4,3246.0,Ext_silver,Int_black,automatic
70032,NEW,2020,Nissan,Kicks SV,22590.0,31.0,36.0,FWD,1.6,1.6,10.0,Ext_silver,Int_black,automatic
70032,NEW,2020,Chevrolet,Trax LS,18490.0,26.0,31.0,FWD,1.4,1.4,12.0,Ext_silver,Int_black,automatic
70032,NEW,2020,Nissan,Kicks SV,20659.0,31.0,36.0,FWD,1.6,1.6,10.0,Ext_black,Int_black,automatic
70032,NEW,2019,Chevrolet,Trax LT,14435.0,26.0,31.0,FWD,1.4,1.4,7.0,Ext_silver,Int_black,automatic
70032,NEW,2019,Chevrolet,Trax LT,14435.0,26.0,31.0,FWD,1.4,1.4,23.0,Ext_black,Int_black,automatic
70032,NEW,2020,Chevrolet,Trax LS,18490.0,26.0,31.0,FWD,1.4,1.4,12.0,Ext_silver,Int_black,automatic
70032,NEW,2020,Chevrolet,Trax LS,18921.0,26.0,31.0,FWD,1.4,1.4,10.0,Ext_black,Int_black,automatic
70032,NEW,2020,Chevrolet,Trax LT,20766.0,26.0,31.0,FWD,1.4,1.4,10.0,Ext_black,,automatic
87101,NEW,2020,Chevrolet,Trax LS,16997.0,26.0,31.0,AWD,2.0,2.0,7.0,Ext_white,Int_black,automatic
87101,NEW,2020,Nissan,Versa S,17485.0,27.0,35.0,FWD,1.6,1.6,7.0,Ext_white,Int_black,automatic
87101,NEW,2020,Nissan,Kicks SV,20295.0,31.0,36.0,FWD,1.6,1.6,9.0,Ext_black,Int_black,automatic
87101,NEW,2020,Nissan,Kicks SV,20790.0,31.0,36.0,FWD,1.6,1.6,7.0,Ext_blue,Int_black,automatic
87101,NEW,2019,Nissan,Kicks SV,21425.0,31.0,36.0,FWD,1.6,1.6,7.0,Ext_white,Int_black,automatic
87101,NEW,2020,Chevrolet,Trax LS,16985.0,26.0,31.0,FWD,2.0,2.0,7.0,Ext_white,Int_black,automatic
87101,NEW,2020,Chevrolet,Trax LS,17480.0,26.0,31.0,FWD,2.0,2.0,6.0,Ext_black,Int_black,automatic
87101,NEW,2020,Nissan,Versa S,17515.0,27.0,35.0,FWD,1.6,1.6,7.0,Ext_white,Int_black,automatic
87101,NEW,2020,Nissan,Versa S,17515.0,27.0,35.0,FWD,1.6,1.6,7.0,Ext_white,Int_black,automatic
87101,NEW,2020,Nissan,Kicks SV,20295.0,31.0,36.0,FWD,1.6,1.6,9.0,Ext_metallic,Int_black,automatic
87101,NEW,2020,Nissan,Versa 1.6 SV,19476.0,32.0,40.0,FWD,1.6,1.6,9.0,Ext_orange,Int_silver,automatic
87101,NEW,2020,Nissan,Versa 1.6 SV,18780.0,32.0,40.0,FWD,1.6,1.6,7.0,Ext_black,Int_silver,automatic
87101,NEW,2020,Nissan,Versa 1.6 SV,19175.0,32.0,40.0,FWD,1.6,1.6,7.0,Ext_orange,Int_silver,automatic
87101,NEW,2020,Nissan,Versa S,17485.0,27.0,35.0,FWD,1.6,1.6,26.0,Ext_black,Int_black,automatic
87101,NEW,2020,Chevrolet,Spark LS,14265.0,29.0,38.0,FWD,2.0,2.0,6.0,Ext_OTHER,Int_black,automatic
87101,NEW,2019,Nissan,Kicks SV,21030.0,31.0,36.0,FWD,1.6,1.6,9.0,Ext_metallic,Int_black,automatic
87101,NEW,2020,Nissan,Versa S,17515.0,27.0,35.0,FWD,1.6,1.6,9.0,Ext_white,Int_black,automatic
87101,NEW,2019,Nissan,Kicks SV,21305.0,31.0,36.0,FWD,1.6,1.6,7.0,Ext_blue,Int_black,automatic
87101,NEW,2019,Nissan,Kicks SV,21425.0,31.0,36.0,FWD,1.6,1.6,27.0,Ext_white,Int_black,automatic
87101,NEW,2020,Nissan,Versa S,17515.0,27.0,35.0,FWD,1.6,1.6,7.0,Ext_white,Int_black,automatic
87101,NEW,2020,Nissan,Versa 1.6 SV,18810.0,32.0,40.0,FWD,1.6,1.6,7.0,Ext_black,Int_silver,automatic
87101,NEW,2020,Nissan,Versa S,17515.0,27.0,35.0,FWD,1.6,1.6,71.0,Ext_black,Int_black,automatic
87101,NEW,2020,Nissan,Versa 1.6 SV,18780.0,32.0,40.0,FWD,1.6,1.6,7.0,Ext_blue,Int_silver,automatic
87101,NEW,2020,Chevrolet,Spark LS,14590.0,29.0,38.0,FWD,2.0,2.0,11.0,Ext_orange,Int_black,automatic
87101,NEW,2020,Nissan,Versa 1.6 SV,18810.0,32.0,40.0,FWD,1.6,1.6,7.0,Ext_metallic,Int_silver,automatic
87101,NEW,2020,Nissan,Versa 1.6 SV,18810.0,32.0,40.0,FWD,1.6,1.6,9.0,Ext_blue,Int_silver,automatic
87101,NEW,2019,Nissan,Kicks SV,21195.0,31.0,36.0,FWD,1.6,1.6,9.0,Ext_silver,Int_black,automatic
87101,NEW,2020,Chevrolet,Trax LS,22342.0,26.0,31.0,FWD,1.4,1.4,2964.0,Ext_silver,Int_black,automatic
87101,NEW,2019,Nissan,Kicks SV,21135.0,31.0,36.0,FWD,1.6,1.6,7.0,Ext_black,Int_black,automatic
87101,NEW,2020,Chevrolet,Trax LS,22342.0,26.0,31.0,FWD,1.4,1.4,7.0,Ext_black,Int_black,automatic
87101,NEW,2019,Nissan,Kicks SV,20830.0,31.0,36.0,FWD,1.6,1.6,9.0,Ext_black,Int_black,automatic
87101,NEW,2020,Nissan,Versa 1.6 SV,18810.0,32.0,40.0,FWD,1.6,1.6,7.0,Ext_metallic,Int_silver,automatic
87101,NEW,2020,Chevrolet,Trax LS,22342.0,26.0,31.0,FWD,1.4,1.4,7.0,Ext_white,Int_black,automatic
87101,NEW,2020,Chevrolet,Trax LS,22342.0,26.0,31.0,FWD,1.4,1.4,7.0,Ext_white,Int_black,automatic
87101,NEW,2020,Nissan,Kicks SV,21710.0,31.0,36.0,FWD,1.6,1.6,8.0,Ext_red,Int_black,automatic
87101,NEW,2020,Chevrolet,Trax LS,22342.0,26.0,31.0,FWD,1.4,1.4,3051.0,Ext_white,Int_black,automatic
87101,NEW,2020,Chevrolet,Trax LS,22342.0,26.0,31.0,FWD,1.4,1.4,7.0,Ext_black,Int_black,automatic
87101,NEW,2020,Chevrolet,Trax LS,22342.0,26.0,31.0,FWD,1.4,1.4,7.0,Ext_black,Int_black,automatic
87101,NEW,2020,Chevrolet,Spark LS,14963.0,29.0,38.0,FWD,1.4,1.4,269.0,Ext_white,Int_black,automatic
87101,NEW,2020,Chevrolet,Trax LS,23811.0,26.0,31.0,AWD,1.4,1.4,3074.0,Ext_silver,Int_black,automatic
87101,NEW,2020,Chevrolet,Trax LS,22342.0,26.0,31.0,FWD,1.4,1.4,3060.0,Ext_white,Int_black,automatic
87101,NEW,2020,Chevrolet,Trax LS,22342.0,26.0,31.0,FWD,1.4,1.4,7.0,Ext_silver,Int_black,automatic
87101,NEW,2020,Chevrolet,Trax LS,22342.0,26.0,31.0,FWD,1.4,1.4,7.0,Ext_black,Int_black,automatic
87101,NEW,2020,Chevrolet,Trax LS,22342.0,26.0,31.0,FWD,1.4,1.4,7.0,Ext_white,Int_black,automatic
63123,NEW,2020,Nissan,Versa S,16090.0,27.0,35.0,FWD,1.6,1.6,10.0,Ext_blue,Int_black,automatic
63123,NEW,2020,Nissan,Rogue SV,25885.0,26.0,33.0,AWD,2.5,2.5,10.0,Ext_white,Int_black,automatic
63123,NEW,2020,Nissan,Versa S,15971.0,27.0,35.0,FWD,1.6,1.6,10.0,Ext_metallic,Int_black,automatic
63123,NEW,2020,Nissan,Versa 1.6 SV,17585.0,32.0,40.0,FWD,1.6,1.6,10.0,Ext_white,Int_silver,automatic
63123,NEW,2019,Nissan,Kicks SV,18879.0,31.0,36.0,FWD,1.6,1.6,10.0,Ext_black,Int_black,automatic
63123,NEW,2020,Nissan,Rogue SV,25373.0,26.0,33.0,AWD,2.5,2.5,10.0,Ext_black,Int_black,automatic
63123,NEW,2020,Chevrolet,Trax LS,17789.0,26.0,31.0,FWD,1.4,1.4,5.0,Ext_white,Int_black,automatic
63123,NEW,2020,Nissan,Rogue SV,26113.0,26.0,33.0,FWD,2.5,2.5,10.0,Ext_blue,Int_black,automatic
63123,NEW,2020,Chevrolet,Spark LS,12953.0,29.0,38.0,FWD,1.4,1.4,3.0,Ext_blue,Int_black,automatic
63123,NEW,2020,Nissan,Kicks SV,20465.0,31.0,36.0,FWD,1.6,1.6,3.0,Ext_silver,Int_black,automatic
63123,NEW,2020,Chevrolet,Spark LS,13340.0,29.0,38.0,FWD,1.4,1.4,2.0,Ext_blue,Int_black,automatic
63123,NEW,2020,Chevrolet,Spark LS,11853.0,29.0,38.0,FWD,2.0,2.0,5.0,Ext_silver,Int_black,automatic
63123,NEW,2020,Chevrolet,Spark LS,13589.0,29.0,38.0,FWD,1.4,1.4,3.0,Ext_blue,Int_black,automatic
63123,NEW,2020,Chevrolet,Trax LS,17294.0,26.0,31.0,FWD,1.4,1.4,18.0,Ext_white,,automatic
63123,NEW,2020,Nissan,Versa S,15499.0,27.0,35.0,FWD,1.6,1.6,10.0,Ext_black,Int_black,automatic
63123,NEW,2020,Nissan,Versa S,14442.0,27.0,35.0,FWD,1.6,1.6,10.0,Ext_black,Int_black,manual
63123,NEW,2020,Chevrolet,Trax LS,17294.0,26.0,31.0,FWD,1.4,1.4,7.0,Ext_white,Int_black,automatic
63123,NEW,2020,Chevrolet,Spark LS,12982.0,29.0,38.0,FWD,1.4,1.4,10.0,Ext_black,Int_black,automatic
63123,NEW,2020,Nissan,Versa S,14353.0,27.0,35.0,FWD,1.6,1.6,10.0,Ext_blue,Int_black,manual
63123,NEW,2020,Chevrolet,Spark LS,12982.0,29.0,38.0,FWD,1.4,1.4,10.0,Ext_gray,Int_black,automatic
63123,NEW,2020,Chevrolet,Trax LS,17294.0,26.0,31.0,FWD,1.4,1.4,6.0,Ext_white,Int_black,automatic
63123,NEW,2020,Nissan,Versa S,15971.0,27.0,35.0,FWD,1.6,1.6,10.0,Ext_black,Int_black,automatic
63123,NEW,2020,Chevrolet,Spark LS,12945.0,29.0,38.0,FWD,1.4,1.4,2.0,Ext_black,Int_black,automatic
63123,NEW,2020,Nissan,Rogue SV,25373.0,26.0,33.0,AWD,2.5,2.5,10.0,Ext_black,Int_black,automatic
63123,NEW,2020,Nissan,Versa S,15703.0,27.0,35.0,FWD,1.6,1.6,10.0,Ext_silver,Int_black,automatic
63123,NEW,2019,Nissan,Kicks SV,20329.0,31.0,36.0,FWD,1.6,1.6,10.0,Ext_red,Int_black,automatic
